package,category,file,message
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"    Type '""&&"" | ""&"" | ""**"" | ""*"" | ""||"" | ""|"" | ""^"" | ""==="" | ""=="" | ""!=="" | ""!="" | "">="" | "">>>"" | "">>"" | "">"" | ""<="" | ""<<"" | ""<"" | ""-"" | ""%"" | ""+"" | ""/"" | ""??"" | ""@"" | ""`"" | ""}"" | ""]"" | "")"" | "":"" | ... 15 more ... | ""~""' is not assignable to type '""&&="" | ""&="" | ""**="" | ""*="" | ""||="" | ""|="" | ""^="" | ""="" | "">>="" | "">>>="" | ""<<="" | ""-="" | ""%="" | ""+="" | ""??="" | ""/=""'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"      Type '""&&""' is not assignable to type '""&&="" | ""&="" | ""**="" | ""*="" | ""||="" | ""|="" | ""^="" | ""="" | "">>="" | "">>>="" | ""<<="" | ""-="" | ""%="" | ""+="" | ""??="" | ""/=""'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/index.js(2,37): error TS2339: Property '__createBinding' does not exist on type 'typeof import(""/usr/src/app/packages/@typescript-eslint~types-8.44.1/package/dist/index"")'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/index.js(13,34): error TS2339: Property '__exportStar' does not exist on type 'typeof import(""/usr/src/app/packages/@typescript-eslint~types-8.44.1/package/dist/index"")'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/index.js(17,9): error TS2540: Cannot assign to 'AST_TOKEN_TYPES' because it is a read-only property."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/index.js(17,35): error TS2540: Cannot assign to 'AST_NODE_TYPES' because it is a read-only property."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/parser-options.d.ts(1,30): error TS2792: Cannot find module 'typescript'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/ts-estree.js(2,37): error TS2339: Property '__createBinding' does not exist on type 'typeof import(""/usr/src/app/packages/@typescript-eslint~types-8.44.1/package/dist/ts-estree"")'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/ts-estree.js(13,40): error TS2339: Property '__setModuleDefault' does not exist on type 'typeof import(""/usr/src/app/packages/@typescript-eslint~types-8.44.1/package/dist/ts-estree"")'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"dist/ts-estree.js(18,34): error TS2339: Property '__importStar' does not exist on type 'typeof import(""/usr/src/app/packages/@typescript-eslint~types-8.44.1/package/dist/ts-estree"")'."
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2058,36): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2062,37): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2066,39): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"node_modules/@types/node/web-globals/fetch.d.ts(3,25): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@typescript-eslint~types-8.44.1,GENERATE_TYPES,1,"node_modules/@types/node/worker_threads.d.ts(66,34): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
json-parse-even-better-errors-4.0.0,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2058,36): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
json-parse-even-better-errors-4.0.0,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2062,37): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
json-parse-even-better-errors-4.0.0,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2066,39): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
json-parse-even-better-errors-4.0.0,GENERATE_TYPES,1,"node_modules/@types/node/web-globals/fetch.d.ts(3,25): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
json-parse-even-better-errors-4.0.0,GENERATE_TYPES,1,"node_modules/@types/node/worker_threads.d.ts(66,34): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
@jest~types-30.0.5,GENERATE_TYPES,1,"node_modules/@types/node/http.d.ts(2058,36): error TS2792: Cannot find module 'undici-types'. Did you mean to set the 'moduleResolution' option to 'nodenext', or to add aliases to the 'paths' option?"
